! FILETYPE CSV
! VERSION 1.0,1
! TIMESTAMP Friday, 16 June 2023 12:47:36
! NAME Agilent Technologies
! MODEL N9914A
! SERIAL MY53102487
! FIRMWARE_VERSION A.07.26
! CORRECTION 
! Trace TIMESTAMP: 2023-06-16 12:47:36Z
! Trace GPS Info...
! GPS Latitude: 
! GPS Longitude: 
! GPS Seconds Since Last Read: 0
! CHECKSUM 1355224856
! DATA Freq,SA Max Hold,SA Blank,SA Blank,SA Blank
! FREQ UNIT Hz
! DATA UNIT dBm
BEGIN
4190000000,-60.3477301114495,0,0,0
4190220000,-61.2035421463399,0,0,0
4190440000,-60.6280107161412,0,0,0
4190660000,-61.7382837642354,0,0,0
4190880000,-60.9225514377835,0,0,0
4191100000,-61.5981109632532,0,0,0
4191320000,-60.6208848890277,0,0,0
4191540000,-61.2312780120217,0,0,0
4191760000,-61.3400413947452,0,0,0
4191980000,-60.7947492674708,0,0,0
4192200000,-60.6652217820169,0,0,0
4192420000,-61.4058426693762,0,0,0
4192640000,-61.1561940465878,0,0,0
4192860000,-60.6266921914209,0,0,0
4193080000,-60.9614764307169,0,0,0
4193300000,-61.1417906193165,0,0,0
4193520000,-60.2023417476449,0,0,0
4193740000,-60.5689296945897,0,0,0
4193960000,-60.0897917982798,0,0,0
4194180000,-61.4681064215597,0,0,0
4194400000,-61.2402477002356,0,0,0
4194620000,-61.6289086303088,0,0,0
4194840000,-61.3344795825854,0,0,0
4195060000,-61.0918034687577,0,0,0
4195280000,-60.450475855899,0,0,0
4195500000,-59.5574297871185,0,0,0
4195720000,-61.1515477746958,0,0,0
4195940000,-60.3526511620978,0,0,0
4196160000,-61.4028943600514,0,0,0
4196380000,-61.0861175225847,0,0,0
4196600000,-60.6565979099132,0,0,0
4196820000,-61.5583967586102,0,0,0
4197040000,-59.9398318682664,0,0,0
4197260000,-61.426097691999,0,0,0
4197480000,-60.5672027009884,0,0,0
4197700000,-60.5801606321646,0,0,0
4197920000,-59.5879434785513,0,0,0
4198140000,-60.8396264653878,0,0,0
4198360000,-60.8449346366473,0,0,0
4198580000,-61.1693805921796,0,0,0
4198800000,-60.5533868747958,0,0,0
4199020000,-60.321379611653,0,0,0
4199240000,-59.8098170427182,0,0,0
4199460000,-60.7885370181426,0,0,0
4199680000,-60.8797520384064,0,0,0
4199900000,-60.5988551969703,0,0,0
4200120000,-60.7844443417564,0,0,0
4200340000,-61.8367799324574,0,0,0
4200560000,-60.7208425268419,0,0,0
4200780000,-61.1219263011134,0,0,0
4201000000,-61.4320025375983,0,0,0
4201220000,-60.9107506657052,0,0,0
4201440000,-61.1145144462586,0,0,0
4201660000,-60.7654811686703,0,0,0
4201880000,-60.6344733018931,0,0,0
4202100000,-60.8516178636329,0,0,0
4202320000,-61.2042386746417,0,0,0
4202540000,-60.3539422433621,0,0,0
4202760000,-60.3736745966854,0,0,0
4202980000,-60.4344756230625,0,0,0
4203200000,-60.9786209946354,0,0,0
4203420000,-60.8118139263898,0,0,0
4203640000,-61.3358292827188,0,0,0
4203860000,-61.4829268137029,0,0,0
4204080000,-61.3119201516616,0,0,0
4204300000,-60.7720159626763,0,0,0
4204520000,-60.6046785441529,0,0,0
4204740000,-60.2165016803103,0,0,0
4204960000,-59.8163508669542,0,0,0
4205180000,-60.4535711897707,0,0,0
4205400000,-60.2497747082705,0,0,0
4205620000,-60.806453118746,0,0,0
4205840000,-59.5363394153207,0,0,0
4206060000,-61.2697304434619,0,0,0
4206280000,-60.8118725182326,0,0,0
4206500000,-59.9320613143717,0,0,0
4206720000,-60.4138351924002,0,0,0
4206940000,-59.1210119992625,0,0,0
4207160000,-59.4711081771068,0,0,0
4207380000,-58.9305731136288,0,0,0
4207600000,-61.6485668188538,0,0,0
4207820000,-60.1665117079031,0,0,0
