Freq,SA Max Hold,N medición
4183600000,-68.0384980647539,\TRACE1107202301.csv
4184000000,-68.1217984314057,\TRACE1107202301.csv
4184400000,-68.134107162794,\TRACE1107202301.csv
4184800000,-66.0220718228518,\TRACE1107202301.csv
4185200000,-68.3749488893794,\TRACE1107202301.csv
4185600000,-68.3246410076542,\TRACE1107202301.csv
4186000000,-66.7858243386563,\TRACE1107202301.csv
4186400000,-68.4141439753482,\TRACE1107202301.csv
4186800000,-67.9306974349147,\TRACE1107202301.csv
4187200000,-68.3225178364193,\TRACE1107202301.csv
4187600000,-68.5934861048486,\TRACE1107202301.csv
4188000000,-68.7418665265912,\TRACE1107202301.csv
4188400000,-66.076446635093,\TRACE1107202301.csv
4188800000,-67.9750031319454,\TRACE1107202301.csv
4189200000,-66.4869275494558,\TRACE1107202301.csv
4189600000,-67.9080499591545,\TRACE1107202301.csv
4190000000,-68.8870541633858,\TRACE1107202301.csv
4190400000,-67.1274351917072,\TRACE1107202301.csv
4190800000,-67.7992457592647,\TRACE1107202301.csv
4191200000,-68.1673535887102,\TRACE1107202301.csv
4191600000,-68.0423451371346,\TRACE1107202301.csv
4192000000,-66.7331345833879,\TRACE1107202301.csv
4192400000,-67.2017181678242,\TRACE1107202301.csv
4192800000,-69.1504839489084,\TRACE1107202301.csv
4193200000,-67.9762711131462,\TRACE1107202301.csv
4193600000,-67.8661461105347,\TRACE1107202301.csv
4194000000,-68.2188602141734,\TRACE1107202301.csv
4194400000,-68.37839360666,\TRACE1107202301.csv
4194800000,-69.2159650322603,\TRACE1107202301.csv
4195200000,-67.0389361525636,\TRACE1107202301.csv
4195600000,-68.5677500611873,\TRACE1107202301.csv
4196000000,-66.9030489221111,\TRACE1107202301.csv
4196400000,-69.2725169125991,\TRACE1107202301.csv
4196800000,-66.0950609911533,\TRACE1107202301.csv
4197200000,-68.5216064665231,\TRACE1107202301.csv
4197600000,-68.2260098573404,\TRACE1107202301.csv
4198000000,-67.1736452983231,\TRACE1107202301.csv
4198400000,-65.4984369591495,\TRACE1107202301.csv
4198800000,-67.2643560405196,\TRACE1107202301.csv
4199200000,-67.7489652302174,\TRACE1107202301.csv
4199600000,-68.6812075437374,\TRACE1107202301.csv
4200000000,-68.8110416150747,\TRACE1107202301.csv
4200400000,-67.0872999658955,\TRACE1107202301.csv
4200800000,-67.047909763084,\TRACE1107202301.csv
4201200000,-68.5887706153306,\TRACE1107202301.csv
4201600000,-67.1975322988251,\TRACE1107202301.csv
4202000000,-68.2873314765859,\TRACE1107202301.csv
4202400000,-67.1828622447486,\TRACE1107202301.csv
4202800000,-67.4307090890156,\TRACE1107202301.csv
4203200000,-67.8807161031186,\TRACE1107202301.csv
4203600000,-66.9331031743602,\TRACE1107202301.csv
4204000000,-67.2192345147835,\TRACE1107202301.csv
4204400000,-67.624778977525,\TRACE1107202301.csv
4204800000,-68.6653065793407,\TRACE1107202301.csv
4205200000,-67.7493913881191,\TRACE1107202301.csv
4205600000,-67.8199958407012,\TRACE1107202301.csv
4206000000,-67.492689508785,\TRACE1107202301.csv
4206400000,-69.0866599809808,\TRACE1107202301.csv
4206800000,-67.7690497863378,\TRACE1107202301.csv
4207200000,-68.1528134133268,\TRACE1107202301.csv
4207600000,-67.9422058220317,\TRACE1107202301.csv
4208000000,-68.5000379974977,\TRACE1107202301.csv
4208400000,-67.0914953734688,\TRACE1107202301.csv
4208800000,-67.0873095364299,\TRACE1107202301.csv
4209200000,-68.5751462898639,\TRACE1107202301.csv
4209600000,-67.7210571893099,\TRACE1107202301.csv
4210000000,-66.9217121262682,\TRACE1107202301.csv
4210400000,-67.1368961872461,\TRACE1107202301.csv
4210800000,-68.6266613120299,\TRACE1107202301.csv
4211200000,-68.1855139343591,\TRACE1107202301.csv
4211600000,-67.0296515159368,\TRACE1107202301.csv
4212000000,-67.2941001135665,\TRACE1107202301.csv
4212400000,-68.0051613389618,\TRACE1107202301.csv
4212800000,-68.0481985476369,\TRACE1107202301.csv
4213200000,-68.7644649669424,\TRACE1107202301.csv
4213600000,-68.0231811353074,\TRACE1107202301.csv
4214000000,-67.6411581458948,\TRACE1107202301.csv
4214400000,-68.9731522972575,\TRACE1107202301.csv
4214800000,-69.5343278644845,\TRACE1107202301.csv
4215200000,-67.1396028169834,\TRACE1107202301.csv
4215600000,-67.8257886673689,\TRACE1107202301.csv
4216000000,-68.1612230543241,\TRACE1107202301.csv
4216400000,-67.4572381433365,\TRACE1107202301.csv
4216800000,-66.8508712681615,\TRACE1107202301.csv
4217200000,-68.5507282570918,\TRACE1107202301.csv
4217600000,-67.1933727673491,\TRACE1107202301.csv
4218000000,-68.0906347878631,\TRACE1107202301.csv
4218400000,-67.4229686301571,\TRACE1107202301.csv
4218800000,-67.9515431284222,\TRACE1107202301.csv
4219200000,-67.8547752465734,\TRACE1107202301.csv
4219600000,-68.7951146233014,\TRACE1107202301.csv
4220000000,-67.3057730114975,\TRACE1107202301.csv
4220400000,-67.3436124183962,\TRACE1107202301.csv
4220800000,-67.6848123152333,\TRACE1107202301.csv
4221200000,-67.5488689052932,\TRACE1107202301.csv
4221600000,-68.3512677822414,\TRACE1107202301.csv
4222000000,-67.5081550643764,\TRACE1107202301.csv
4222400000,-66.6488033672691,\TRACE1107202301.csv
4222800000,-67.5917848350961,\TRACE1107202301.csv
4223200000,-67.7971700049563,\TRACE1107202301.csv
4223600000,-67.9250744208182,\TRACE1107202301.csv
4224000000,-68.1360105979597,\TRACE1107202301.csv
4224400000,-66.8868959873435,\TRACE1107202301.csv
4224800000,-67.3135703364808,\TRACE1107202301.csv
4225200000,-67.8925122008251,\TRACE1107202301.csv
4225600000,-67.9203608964736,\TRACE1107202301.csv
4226000000,-68.6219879926114,\TRACE1107202301.csv
4226400000,-68.0994623660117,\TRACE1107202301.csv
4226800000,-67.7316567862216,\TRACE1107202301.csv
4227200000,-68.2524409887134,\TRACE1107202301.csv
4227600000,-66.7893808427067,\TRACE1107202301.csv
4228000000,-68.3361001411051,\TRACE1107202301.csv
4228400000,-67.3265223306751,\TRACE1107202301.csv
4228800000,-67.9235862739407,\TRACE1107202301.csv
4229200000,-67.6242798435575,\TRACE1107202301.csv
4229600000,-68.0198809443662,\TRACE1107202301.csv
4230000000,-66.7994590094052,\TRACE1107202301.csv
4230400000,-67.6134082044809,\TRACE1107202301.csv
4230800000,-67.7643268498278,\TRACE1107202301.csv
4231200000,-67.8036229557048,\TRACE1107202301.csv
4231600000,-67.7213434422482,\TRACE1107202301.csv
4232000000,-68.4387694616633,\TRACE1107202301.csv
4232400000,-66.3861314238484,\TRACE1107202301.csv
4232800000,-67.9575922600528,\TRACE1107202301.csv
4233200000,-65.4703946531686,\TRACE1107202301.csv
4233600000,-67.4168255133247,\TRACE1107202301.csv
4234000000,-67.3996655786029,\TRACE1107202301.csv
4234400000,-67.417587054463,\TRACE1107202301.csv
4234800000,-68.0529485955948,\TRACE1107202301.csv
4235200000,-66.9656449076057,\TRACE1107202301.csv
4235600000,-67.9465541448968,\TRACE1107202301.csv
4236000000,-67.7264312068489,\TRACE1107202301.csv
4236400000,-66.5628455137457,\TRACE1107202301.csv
4236800000,-68.2740115225193,\TRACE1107202301.csv
4237200000,-67.3848282639677,\TRACE1107202301.csv
4237600000,-68.2229037199631,\TRACE1107202301.csv
4238000000,-67.8732717649899,\TRACE1107202301.csv
4238400000,-66.5886388945547,\TRACE1107202301.csv
4238800000,-67.6861830174486,\TRACE1107202301.csv
4239200000,-67.9184463812882,\TRACE1107202301.csv
4239600000,-68.3383806218815,\TRACE1107202301.csv
4240000000,-67.1140864703419,\TRACE1107202301.csv
4240400000,-69.3562612864765,\TRACE1107202301.csv
4240800000,-68.4195789387962,\TRACE1107202301.csv
4241200000,-68.1140920240901,\TRACE1107202301.csv
4241600000,-66.1529032160542,\TRACE1107202301.csv
4242000000,-67.8282079926023,\TRACE1107202301.csv
4242400000,-66.4932726240886,\TRACE1107202301.csv
4242800000,-66.7590365954064,\TRACE1107202301.csv
4243200000,-68.3104360310191,\TRACE1107202301.csv
4243600000,-68.4938729054115,\TRACE1107202301.csv
4244000000,-68.2829943316225,\TRACE1107202301.csv
4244400000,-68.3926690124016,\TRACE1107202301.csv
4244800000,-67.2364447524682,\TRACE1107202301.csv
4245200000,-68.7337469444615,\TRACE1107202301.csv
4245600000,-67.0534023072998,\TRACE1107202301.csv
4246000000,-65.1309561274438,\TRACE1107202301.csv
4246400000,-68.1101158959277,\TRACE1107202301.csv
4246800000,-67.3291077738684,\TRACE1107202301.csv
4247200000,-67.4252401002291,\TRACE1107202301.csv
4247600000,-67.7321782759256,\TRACE1107202301.csv
4248000000,-66.7043665190966,\TRACE1107202301.csv
4248400000,-68.6138680371301,\TRACE1107202301.csv
4248800000,-67.4794293357053,\TRACE1107202301.csv
4249200000,-68.1610202874539,\TRACE1107202301.csv
4249600000,-67.2055228528176,\TRACE1107202301.csv
4250000000,-67.5796677190455,\TRACE1107202301.csv
4250400000,-67.076601289597,\TRACE1107202301.csv
4250800000,-66.8186555014267,\TRACE1107202301.csv
4251200000,-68.0618972928442,\TRACE1107202301.csv
4251600000,-67.4569540165249,\TRACE1107202301.csv
4252000000,-66.450708083343,\TRACE1107202301.csv
4252400000,-66.91686973985,\TRACE1107202301.csv
4252800000,-66.9979204911215,\TRACE1107202301.csv
4253200000,-67.2635457980462,\TRACE1107202301.csv
4253600000,-68.0838920032622,\TRACE1107202301.csv
4254000000,-66.7460038492388,\TRACE1107202301.csv
4254400000,-66.9799531365182,\TRACE1107202301.csv
4254800000,-68.2700698700028,\TRACE1107202301.csv
4255200000,-67.6972454426541,\TRACE1107202301.csv
4255600000,-67.340053208395,\TRACE1107202301.csv
4256000000,-68.5020252305038,\TRACE1107202301.csv
4256400000,-66.0315126949726,\TRACE1107202301.csv
4256800000,-62.3079190856249,\TRACE1107202301.csv
4257200000,-65.3509803413233,\TRACE1107202301.csv
4257600000,-66.8751848805487,\TRACE1107202301.csv
4258000000,-63.30087165149,\TRACE1107202301.csv
4258400000,-65.5925172655901,\TRACE1107202301.csv
4258800000,-63.9176633282172,\TRACE1107202301.csv
4259200000,-67.2145592455563,\TRACE1107202301.csv
4259600000,-65.6191468831507,\TRACE1107202301.csv
4260000000,-66.6059573619942,\TRACE1107202301.csv
4260400000,-67.1927842467317,\TRACE1107202301.csv
4260800000,-66.7117663646279,\TRACE1107202301.csv
4261200000,-66.7356249586437,\TRACE1107202301.csv
4261600000,-68.2776401142315,\TRACE1107202301.csv
4262000000,-67.4205419295993,\TRACE1107202301.csv
4262400000,-65.6730717169456,\TRACE1107202301.csv
4262800000,-66.0288745870638,\TRACE1107202301.csv
4263200000,-63.1806736195686,\TRACE1107202301.csv
4263600000,-64.7616820422378,\TRACE1107202301.csv
4264000000,-66.3103593331861,\TRACE1107202301.csv
4264400000,-67.724059664525,\TRACE1107202301.csv
4264800000,-65.7305196186021,\TRACE1107202301.csv
4265200000,-66.4609544698051,\TRACE1107202301.csv
4265600000,-66.2514286326507,\TRACE1107202301.csv
4266000000,-65.7433238298386,\TRACE1107202301.csv
4266400000,-65.456152381218,\TRACE1107202301.csv
4266800000,-68.2972639547489,\TRACE1107202301.csv
4267200000,-67.8267125104561,\TRACE1107202301.csv
4267600000,-67.1436092106,\TRACE1107202301.csv
4268000000,-66.7761377806077,\TRACE1107202301.csv
4268400000,-67.5267157831749,\TRACE1107202301.csv
4268800000,-66.8304304232271,\TRACE1107202301.csv
4269200000,-66.047723981599,\TRACE1107202301.csv
4269600000,-67.3150669703237,\TRACE1107202301.csv
4270000000,-67.5084893056062,\TRACE1107202301.csv
4270400000,-64.375002609674,\TRACE1107202301.csv
4270800000,-67.3124567899162,\TRACE1107202301.csv
4271200000,-65.5607051839314,\TRACE1107202301.csv
4271600000,-67.651215740801,\TRACE1107202301.csv
4272000000,-66.7367467483,\TRACE1107202301.csv
4272400000,-65.7095819646753,\TRACE1107202301.csv
4272800000,-67.1247219714514,\TRACE1107202301.csv
4273200000,-66.1235461051891,\TRACE1107202301.csv
4273600000,-67.7920117335975,\TRACE1107202301.csv
4274000000,-67.003987173328,\TRACE1107202301.csv
4274400000,-67.4137715231334,\TRACE1107202301.csv
4274800000,-67.0783696708656,\TRACE1107202301.csv
4275200000,-67.5435340411025,\TRACE1107202301.csv
4275600000,-67.945896272665,\TRACE1107202301.csv
4276000000,-67.2531637330705,\TRACE1107202301.csv
4276400000,-68.6006019170107,\TRACE1107202301.csv
4276800000,-67.4134626421399,\TRACE1107202301.csv
4277200000,-67.3227316496474,\TRACE1107202301.csv
4277600000,-66.5012133299022,\TRACE1107202301.csv
4278000000,-67.110990006682,\TRACE1107202301.csv
4278400000,-65.470437611835,\TRACE1107202301.csv
4278800000,-66.3712650896953,\TRACE1107202301.csv
4279200000,-59.3201176133441,\TRACE1107202301.csv
4279600000,-62.8022715893943,\TRACE1107202301.csv
4280000000,-61.7403640556741,\TRACE1107202301.csv
4280400000,-64.6280083396518,\TRACE1107202301.csv
4280800000,-64.0659430313434,\TRACE1107202301.csv
4281200000,-65.4743944515701,\TRACE1107202301.csv
4281600000,-67.6311647338159,\TRACE1107202301.csv
4282000000,-65.8408236378273,\TRACE1107202301.csv
4282400000,-67.4560443249646,\TRACE1107202301.csv
4282800000,-65.3827342575328,\TRACE1107202301.csv
4283200000,-67.3338854086125,\TRACE1107202301.csv
4283600000,-67.143523912588,\TRACE1107202301.csv
4284000000,-66.4615976637604,\TRACE1107202301.csv
4284400000,-62.3588154763433,\TRACE1107202301.csv
4284800000,-60.2178678270689,\TRACE1107202301.csv
4285200000,-60.5564404160761,\TRACE1107202301.csv
4285600000,-58.9337045534512,\TRACE1107202301.csv
4286000000,-60.2083875137569,\TRACE1107202301.csv
4286400000,-61.4671980326671,\TRACE1107202301.csv
4286800000,-62.0142893978143,\TRACE1107202301.csv
4287200000,-65.9098547969529,\TRACE1107202301.csv
4287600000,-64.6112694815075,\TRACE1107202301.csv
4288000000,-66.8293358205973,\TRACE1107202301.csv
4288400000,-66.7937779136565,\TRACE1107202301.csv
4288800000,-68.3722601789556,\TRACE1107202301.csv
4289200000,-65.2025857610055,\TRACE1107202301.csv
4289600000,-66.0156079212243,\TRACE1107202301.csv
4290000000,-65.0289770274675,\TRACE1107202301.csv
4290400000,-65.9509660942851,\TRACE1107202301.csv
4290800000,-66.288343037184,\TRACE1107202301.csv
4291200000,-65.964563914783,\TRACE1107202301.csv
4291600000,-67.8469685848564,\TRACE1107202301.csv
4292000000,-67.3703919698034,\TRACE1107202301.csv
4292400000,-67.1779348673322,\TRACE1107202301.csv
4292800000,-67.4844471059241,\TRACE1107202301.csv
4293200000,-68.4509640264124,\TRACE1107202301.csv
4293600000,-67.6759904332156,\TRACE1107202301.csv
4294000000,-67.2535686079748,\TRACE1107202301.csv
4294400000,-67.184616207688,\TRACE1107202301.csv
4294800000,-67.6530960484027,\TRACE1107202301.csv
4295200000,-66.5506656193273,\TRACE1107202301.csv
4295600000,-66.393525700908,\TRACE1107202301.csv
4296000000,-65.7972731065395,\TRACE1107202301.csv
4296400000,-67.4289146186537,\TRACE1107202301.csv
4296800000,-66.5695608561484,\TRACE1107202301.csv
4297200000,-67.2801402314466,\TRACE1107202301.csv
4297600000,-67.5302908790786,\TRACE1107202301.csv
4298000000,-67.2052364115957,\TRACE1107202301.csv
4298400000,-67.6544894695347,\TRACE1107202301.csv
4298800000,-67.8448179333108,\TRACE1107202301.csv
4299200000,-66.7647685316708,\TRACE1107202301.csv
4299600000,-67.1799255196246,\TRACE1107202301.csv
4300000000,-66.4641957301865,\TRACE1107202301.csv
4300400000,-66.9154115476719,\TRACE1107202301.csv
4300800000,-67.35706987789,\TRACE1107202301.csv
4301200000,-65.4581083438365,\TRACE1107202301.csv
4301600000,-62.2919066208919,\TRACE1107202301.csv
4302000000,-66.9911632562106,\TRACE1107202301.csv
4302400000,-67.536404114883,\TRACE1107202301.csv
4302800000,-66.6319933022406,\TRACE1107202301.csv
4303200000,-67.8540702800319,\TRACE1107202301.csv
4303600000,-68.5077995805264,\TRACE1107202301.csv
4304000000,-67.4533761615058,\TRACE1107202301.csv
4304400000,-67.6256539627572,\TRACE1107202301.csv
4304800000,-67.0965670736807,\TRACE1107202301.csv
4305200000,-66.8144015308462,\TRACE1107202301.csv
4305600000,-66.0679784249204,\TRACE1107202301.csv
4306000000,-66.6712519603932,\TRACE1107202301.csv
4306400000,-66.4398651580666,\TRACE1107202301.csv
4306800000,-68.0315212580707,\TRACE1107202301.csv
